acc,start,end,strand,chromosome,species,symbol,name,length
NP_005660.4,112878785,112922190,-1,5,Homo_sapiens,REEP5,receptor expression-enhancing protein 5,43405
NP_689837.2,112976933,113013484,1,5,Homo_sapiens,DCP2,m7GpppN-mRNA hydrolase isoform 1,36551
NP_002378.1,113027301,113294385,-1,5,Homo_sapiens,MCC,colorectal mutant cancer protein isoform 2,267084
NP_114417.1,113433735,113434839,-1,5,Homo_sapiens,TSSK1B,testis-specific serine/threonine-protein kinase 1,1104
NP_073739.3,113513895,113593383,1,5,Homo_sapiens,YTHDC2,probable ATP-dependent RNA helicase YTHDC2,79488
NP_067627.2,114362775,114496182,1,5,Homo_sapiens,KCNN2,small conductance calcium-activated potassium channel protein 2 isoform a,133407
NP_001287681.1,115126502,115147227,-1,5,Homo_sapiens,TRIM36,E3 ubiquitin-protein ligase TRIM36 isoform 4,20725
NP_001017397.1,115171102,115180037,-1,5,Homo_sapiens,TRIM36,E3 ubiquitin-protein ligase TRIM36 isoform 2,8935
NP_005014.2,115212401,115262851,-1,5,Homo_sapiens,PGGT1B,geranylgeranyl transferase type-1 subunit beta,50450
NP_689762.2,115267875,115279758,-1,5,Homo_sapiens,CCDC112,coiled-coil domain-containing protein 112 isoform 2,11883
NP_064562.1,115524307,115543493,-1,5,Homo_sapiens,FEM1C,protein fem-1 homolog C,19186
NP_067681.1,115580548,115581256,-1,5,Homo_sapiens,TICAM2,TIR domain-containing adapter molecule 2,708
NP_001157941.1,115581314,115625792,-1,5,Homo_sapiens,TMED7-TICAM2,TRAM adaptor with GOLD domain isoform 2 precursor,44478
NP_001310496.1,115805432,115813212,-1,5,Homo_sapiens,CDO1,cysteine dioxygenase type 1 isoform 4,7780
NP_004698.3,115831803,115841552,-1,5,Homo_sapiens,ATG12,ubiquitin-like protein ATG12 isoform 1,9749
NP_001305022.1,115842037,115906856,1,5,Homo_sapiens,AP3S1,AP-3 complex subunit sigma-1 isoform 5,64819
NP_776161.3,115962617,116026118,1,5,Homo_sapiens,LVRN,aminopeptidase Q,63501
NP_001182510.1,116051465,116058947,1,5,Homo_sapiens,ARL14EPL,ARL14 effector protein-like,7482
NP_057228.1,116085052,116292489,1,5,Homo_sapiens,COMMD10,COMM domain-containing protein 10 isoform a,207437
NP_065847.1,116446612,116504944,-1,5,Homo_sapiens,SEMA6A,semaphorin-6A isoform 2 precursor,58332
NP_001295010.1,118840916,118988149,-1,5,Homo_sapiens,DTWD2,DTW domain-containing protein 2 isoform b,147233
NP_001277250.1,119071569,119247219,1,5,Homo_sapiens,DMXL1,dmX-like protein 1 isoform 1,175650
NP_001071122.1,119268906,119393381,1,5,Homo_sapiens,TNFAIP8,tumor necrosis factor alpha-induced protein 8 isoform b,124475
NP_000405.1,119452575,119541994,1,5,Homo_sapiens,HSD17B4,peroxisomal multifunctional enzyme type 2 isoform 2,89419
NP_877438.2,119629768,119635034,1,5,Homo_sapiens,FAM170A,protein FAM170A isoform 1,5266
NP_001287712.1,120464486,120686709,1,5,Homo_sapiens,PRR16,protein Largen isoform 1,222223
NP_803431.1,121851963,121852692,1,5,Homo_sapiens,FTMT,"ferritin, mitochondrial precursor",729
NP_689759.2,121962032,122027126,1,5,Homo_sapiens,SRFBP1,serum response factor-binding protein 1,65094
NP_001304002.1,122066742,122074156,-1,5,Homo_sapiens,LOX,protein-lysine 6-oxidase isoform 3,7414
NP_997200.1,122151990,122153085,1,5,Homo_sapiens,ZNF474,zinc finger protein 474,1095
NP_001182464.1,122160229,122182642,1,5,Homo_sapiens,LOC100505841,uncharacterized protein LOC100505841,22413
NP_005451.2,122391134,122463496,1,5,Homo_sapiens,SNCAIP,synphilin-1 isoform 1,72362
NP_003091.2,122775103,122829648,1,5,Homo_sapiens,SNX2,sorting nexin-2 isoform 1,54545
NP_054754.1,122845633,123007749,1,5,Homo_sapiens,SNX24,sorting nexin-24,162116
NP_000934.1,123023874,123036625,-1,5,Homo_sapiens,PPIC,peptidyl-prolyl cis-trans isomerase C precursor,12751
NP_001129711.1,123090014,123187201,1,5,Homo_sapiens,PRDM6,putative histone-lysine N-methyltransferase PRDM6,97187
NP_001159698.1,123346518,123418486,-1,5,Homo_sapiens,CEP120,centrosomal protein of 120 kDa isoform 2,71968
NP_001257501.1,123545663,123614396,1,5,Homo_sapiens,CSNK1G3,casein kinase I isoform gamma-3 isoform 5,68733
NP_065798.2,124637899,124744989,-1,5,Homo_sapiens,ZNF608,zinc finger protein 608,107090
NP_001139791.1,126360331,126492956,1,5,Homo_sapiens,GRAMD3,GRAM domain-containing protein 3 isoform 1,132625
NP_001188306.1,126544964,126595114,-1,5,Homo_sapiens,ALDH7A1,alpha-aminoadipic semialdehyde dehydrogenase isoform 2,50150
NP_115553.2,126600962,126624844,1,5,Homo_sapiens,PHAX,phosphorylated adapter RNA export protein,23882
NP_997291.1,126631734,126636241,1,5,Homo_sapiens,TEX43,testis-expressed sequence 43 protein,4507
NP_005564.1,126777508,126836264,1,5,Homo_sapiens,LMNB1,lamin-B1 isoform 1,58756
NP_848545.1,126870632,126918171,-1,5,Homo_sapiens,MARCH3,E3 ubiquitin-protein ligase MARCH3,47539
NP_001157951.1,127047669,127058995,-1,5,Homo_sapiens,C5orf63,glutaredoxin-like protein C5orf63 isoform 1,11326
XP_011542092.1,127218954,127229743,-1,5,Homo_sapiens,LOC105379198,uncharacterized protein LOC105379198,10789
NP_001295048.1,127331308,127424349,1,5,Homo_sapiens,MEGF10,multiple epidermal growth factor-like domains protein 10 isoform b precursor,93041
NP_570721.1,127523479,127551916,1,5,Homo_sapiens,PRRC1,protein PRRC1 isoform 2,28437
NP_001041717.1,127657521,127657767,1,5,Homo_sapiens,CTXN3,cortexin-3,246
NP_001304867.1,127703388,127941468,1,5,Homo_sapiens,CCDC192,coiled-coil domain containing 192,238080
NP_001037.1,128083954,128186631,1,5,Homo_sapiens,SLC12A2,solute carrier family 12 member 2 isoform 1,102677
NP_001990.2,128259454,128537603,-1,5,Homo_sapiens,FBN2,fibrillin-2 precursor,278149
NP_054750.1,128966137,129033282,1,5,Homo_sapiens,SLC27A6,long-chain fatty acid transport protein 6,67145
NP_057132.2,129094766,129113001,1,5,Homo_sapiens,ISOC1,isochorismatase domain-containing protein 1,18235
NP_598377.3,129460409,129737218,1,5,Homo_sapiens,ADAMTS19,A disintegrin and metalloproteinase with thrombospondin motifs 19 preproprotein,276809
NP_001244237.1,129748190,129765063,1,5,Homo_sapiens,KIAA1024L,UPF0258 protein KIAA1024-like,16873
NP_787052.3,129904829,130185791,1,5,Homo_sapiens,CHSY3,chondroitin sulfate synthase 3,280962
NP_005331.1,131159446,131165205,-1,5,Homo_sapiens,HINT1,histidine triad nucleotide-binding protein 1,5759
NP_001280664.1,131171020,131199560,1,5,Homo_sapiens,LYRM7,complex III assembly factor LYRM7 isoform 2,28540
NP_001033791.1,131359493,131391091,1,5,Homo_sapiens,CDC42SE2,CDC42 small effector protein 2,31598
NP_057424.3,131427265,131635030,-1,5,Homo_sapiens,RAPGEF6,rap guanine nucleotide exchange factor 6 isoform 2,207765
NP_001008738.2,131644684,131796921,-1,5,Homo_sapiens,FNIP1,folliculin-interacting protein 1 isoform 2,152237
NP_001290551.1,131807235,131945505,-1,5,Homo_sapiens,MEIKIN,meiosis-specific kinetochore protein,138270
NP_001192180.1,131954233,131994225,-1,5,Homo_sapiens,ACSL6,long-chain-fatty-acid--CoA ligase 6 isoform f,39992
NP_000579.2,132060706,132062791,1,5,Homo_sapiens,IL3,interleukin-3 precursor,2085
NP_000749.2,132073823,132075852,1,5,Homo_sapiens,CSF2,granulocyte-macrophage colony-stimulating factor precursor,2029
NP_001136071.1,132193009,132218626,-1,5,Homo_sapiens,P4HA2,prolyl 4-hydroxylase subunit alpha-2 isoform 1 precursor,25617
NP_001124499.1,132257734,132272095,1,5,Homo_sapiens,PDLIM4,PDZ and LIM domain protein 4 isoform 2,14361
NP_003050.2,132294616,132343835,1,5,Homo_sapiens,SLC22A4,solute carrier family 22 member 4,49219
NP_001295051.1,132369972,132394272,1,5,Homo_sapiens,SLC22A5,solute carrier family 22 member 5 isoform a,24300
NP_002189.1,132483950,132489478,-1,5,Homo_sapiens,IRF1,interferon regulatory factor 1,5528
NP_000870.1,132541810,132543478,-1,5,Homo_sapiens,IL5,interleukin-5 precursor,1668
NP_005723.2,132557324,132642364,1,5,Homo_sapiens,RAD50,DNA repair protein RAD50,85040
NP_002179.2,132658186,132660282,1,5,Homo_sapiens,IL13,interleukin-13 precursor,2096
NP_000580.1,132674050,132682587,1,5,Homo_sapiens,IL4,interleukin-4 isoform 1 precursor,8537
NP_008985.3,132696633,132737419,-1,5,Homo_sapiens,KIF3A,kinesin-like protein KIF3A isoform 3,40786
NP_001274182.1,132747495,132752970,1,5,Homo_sapiens,CCNI2,cyclin-I2 isoform 3,5475
NP_001092281.1,132752015,132777137,-1,5,Homo_sapiens,SEPT8,septin-8 isoform a,25122
NP_787069.4,132813621,132815271,1,5,Homo_sapiens,SOWAHA,ankyrin repeat domain-containing protein SOWAHA precursor,1650
NP_597713.2,132822795,132826140,-1,5,Homo_sapiens,SHROOM1,protein Shroom1 isoform 2,3345
XP_016865598.1,132829606,132831365,-1,5,Homo_sapiens,LOC107984115,laforin-like,1759
NP_001275757.1,132861588,132864269,-1,5,Homo_sapiens,GDF9,growth/differentiation factor 9 isoform 2,2681
NP_055217.2,132866881,132867582,1,5,Homo_sapiens,UQCRQ,cytochrome b-c1 complex subunit 8,701
NP_443203.1,132873694,132874446,1,5,Homo_sapiens,LEAP2,liver-expressed antimicrobial peptide 2 precursor,752
NP_055238.1,132881058,132937189,-1,5,Homo_sapiens,AFF4,AF4/FMR2 family member 4,56131
XP_011542087.1,132960723,132961296,-1,5,Homo_sapiens,LOC105379177,uncharacterized protein LOC105379177,573
NP_001295058.1,132998582,133026537,-1,5,Homo_sapiens,ZCCHC10,zinc finger CCHC domain-containing protein 10 isoform 11,27955
NP_002145.3,133052250,133104436,1,5,Homo_sapiens,HSPA4,heat shock 70 kDa protein 4,52186
NP_055897.1,133199094,133603983,-1,5,Homo_sapiens,FSTL4,follistatin-related protein 4 precursor,404889
NP_064584.1,133956858,133968584,-1,5,Homo_sapiens,C5orf15,keratinocyte-associated transmembrane protein 2 precursor,11726
NP_003365.1,133972770,133993012,-1,5,Homo_sapiens,VDAC1,voltage-dependent anion-selective channel protein 1,20242
XP_011542088.1,134081908,134082070,-1,5,Homo_sapiens,LOC101060024,uncharacterized protein C7orf73-like,162
NP_003193.2,134114906,134146303,1,5,Homo_sapiens,TCF7,transcription factor 7 isoform 1,31397
NP_733779.1,134157732,134174022,-1,5,Homo_sapiens,SKP1,S-phase kinase-associated protein 1 isoform b,16290
NP_002706.1,134197771,134225861,-1,5,Homo_sapiens,PPP2CA,serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,28090
NP_001107047.1,134298650,134366523,-1,5,Homo_sapiens,CDKL3,cyclin-dependent kinase-like 3 isoform 1,67873
NP_003328.1,134371595,134390353,1,5,Homo_sapiens,UBE2B,ubiquitin-conjugating enzyme E2 B,18758
NP_542387.1,134402914,134411854,-1,5,Homo_sapiens,CDKN2AIPNL,CDKN2AIP N-terminal-like protein,8940
NP_001276914.1,134525694,134579317,1,5,Homo_sapiens,JADE2,protein Jade-2 isoform 2,53623
NP_001028675.1,134606949,134624019,-1,5,Homo_sapiens,SAR1B,GTP-binding protein SAR1b,17070
NP_001239160.1,134649076,134693093,1,5,Homo_sapiens,SEC24A,protein transport protein Sec24A isoform 2,44017
NP_001736.1,134738620,134750950,1,5,Homo_sapiens,CAMLG,calcium signal-modulating cyclophilin ligand,12330
NP_001287789.1,134758938,134828706,1,5,Homo_sapiens,DDX46,probable ATP-dependent RNA helicase DDX46 isoform 1,69768
NP_001129058.1,134854900,134855467,1,5,Homo_sapiens,C5orf24,UPF0461 protein C5orf24 isoform 1,567
NP_078991.3,134874427,134899685,1,5,Homo_sapiens,TXNDC15,thioredoxin domain-containing protein 15 precursor,25258
NP_115527.3,134905139,134960681,1,5,Homo_sapiens,PCBD2,pterin-4-alpha-carbinolamine dehydratase 2,55542
NP_821138.1,134967991,135011623,1,5,Homo_sapiens,CATSPER3,cation channel sperm-associated protein 3,43632
NP_002644.4,135028778,135033881,-1,5,Homo_sapiens,PITX1,pituitary homeobox 1,5103
NP_001264277.1,135334118,135343466,1,5,Homo_sapiens,C5orf66,putative uncharacterized protein C5orf66,9348
NP_004884.1,135334975,135389093,-1,5,Homo_sapiens,H2AFY,core histone macro-H2A.1 isoform 2,54118
NP_570900.1,135446373,135447108,-1,5,Homo_sapiens,DCANP1,dendritic cell nuclear protein 1,735
NP_001092691.1,135449453,135449939,-1,5,Homo_sapiens,TIFAB,TRAF-interacting protein with FHA domain-containing protein B,486
NP_006152.2,135534976,135535690,-1,5,Homo_sapiens,NEUROG1,neurogenin-1,714
NP_004878.2,135571852,135578814,-1,5,Homo_sapiens,CXCL14,C-X-C motif chemokine 14 precursor,6962
NP_660325.4,135834847,135888084,1,5,Homo_sapiens,SLC25A48,solute carrier family 25 member 48,53237
NP_000581.1,135892390,135895816,-1,5,Homo_sapiens,IL9,interleukin-9 precursor,3426
NP_036291.2,135936594,135941671,1,5,Homo_sapiens,FBXL21,F-box/LRR-repeat protein 21,5077
NP_002293.2,135947330,135954833,-1,5,Homo_sapiens,LECT2,leukocyte cell-derived chemotaxin-2 precursor,7503
NP_000349.1,136029055,136063226,1,5,Homo_sapiens,TGFBI,transforming growth factor-beta-induced protein ig-h3 precursor,34171
NP_005894.3,136153760,136177480,1,5,Homo_sapiens,SMAD5,mothers against decapentaplegic homolog 5,23720
NP_001161048.1,136213434,136365254,-1,5,Homo_sapiens,TRPC7,short transient receptor potential channel 7 isoform 3,151820
NP_004589.1,136978653,137498558,-1,5,Homo_sapiens,SPOCK1,testican-1 precursor,519905
NP_001244124.1,137622097,137698403,-1,5,Homo_sapiens,KLHL3,kelch-like protein 3 isoform 3,76306
NP_006796.1,137753148,137754066,-1,5,Homo_sapiens,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,918
NP_006781.1,137870651,137887385,1,5,Homo_sapiens,MYOT,myotilin isoform a,16734
NP_001287850.1,137889491,137936410,1,5,Homo_sapiens,PKD2L2,polycystic kidney disease 2-like 2 protein isoform 4,46919
NP_001095271.1,137940224,138018317,-1,5,Homo_sapiens,FAM13B,protein FAM13B isoform 3,78093
NP_490645.1,138084089,138091073,1,5,Homo_sapiens,WNT8A,protein Wnt-8a isoform 3 precursor,6984
NP_003542.1,138115680,138138780,-1,5,Homo_sapiens,NME5,nucleoside diphosphate kinase homolog 5,23100
NP_631938.1,138140073,138178614,-1,5,Homo_sapiens,BRD8,bromodomain-containing protein 8 isoform 2,38541
NP_005724.1,138179680,138187413,1,5,Homo_sapiens,KIF20A,kinesin-like protein KIF20A,7733
NP_004652.2,138188977,138213312,-1,5,Homo_sapiens,CDC23,cell division cycle protein 23 homolog,24335
NP_001487.2,138252967,138274424,-1,5,Homo_sapiens,GFRA3,GDNF family receptor alpha-3 preproprotein,21457
NP_073720.1,138285691,138331180,-1,5,Homo_sapiens,CDC25C,M-phase inducer phosphatase 3 isoform b,45489
NP_001129119.1,138341335,138346959,1,5,Homo_sapiens,FAM53C,protein FAM53C,5624
NP_057688.2,138352795,138435700,1,5,Homo_sapiens,KDM3B,lysine-specific demethylase 3B,82905
NP_001258732.1,138439208,138445751,1,5,Homo_sapiens,REEP2,receptor expression-enhancing protein 2 isoform 1,6543
NP_001955.1,138465761,138468081,1,5,Homo_sapiens,EGR1,early growth response protein 1,2320
NP_001243231.1,138508304,138518854,-1,5,Homo_sapiens,ETF1,eukaryotic peptide chain release factor subunit 1 isoform 2,10550
NP_004125.3,138556036,138575318,-1,5,Homo_sapiens,HSPA9,"stress-70 protein, mitochondrial precursor",19282
NP_001277236.1,138781924,138933823,1,5,Homo_sapiens,CTNNA1,catenin alpha-1 isoform 2,151899
NP_056379.1,138873009,138874911,-1,5,Homo_sapiens,LRRTM2,leucine-rich repeat transmembrane neuronal protein 2 precursor,1902
NP_001310932.1,138886259,138933823,1,5,Homo_sapiens,CTNNA1,catenin alpha-1 isoform 9,47564
NP_071909.1,138947116,139127843,-1,5,Homo_sapiens,SIL1,nucleotide exchange factor SIL1 precursor,180727
NP_001181885.1,139293980,139329395,1,5,Homo_sapiens,MATR3,matrin-3 isoform b,35415
NP_057564.3,139363784,139368798,1,5,Homo_sapiens,PAIP2,polyadenylate-binding protein-interacting protein 2,5014
NP_005838.3,139372005,139383253,-1,5,Homo_sapiens,SLC23A1,solute carrier family 23 member 1 isoform a,11248
NP_057543.2,139387764,139389856,-1,5,Homo_sapiens,MZB1,marginal zone B- and B1-cell-specific protein precursor,2092
NP_001155018.1,139392033,139395081,-1,5,Homo_sapiens,PROB1,proline-rich basic protein 1,3048
NP_919272.1,139396799,139404060,-1,5,Homo_sapiens,SPATA24,spermatogenesis-associated protein 24,7261
NP_689899.1,139414147,139439445,-1,5,Homo_sapiens,DNAJC18,dnaJ homolog subfamily C member 18,25298
NP_001280668.1,139448764,139462670,-1,5,Homo_sapiens,ECSCR,endothelial cell-specific chemotaxis regulator isoform 2 precursor,13906
NP_938023.1,139476260,139481704,-1,5,Homo_sapiens,TMEM173,stimulator of interferon genes protein isoform 1,5444
NP_003330.1,139561791,139626801,1,5,Homo_sapiens,UBE2D2,ubiquitin-conjugating enzyme E2 D2 isoform 1,65010
NP_057547.5,139680523,139682907,1,5,Homo_sapiens,CXXC5,CXXC-type zinc finger protein 5,2384
NP_115665.1,139809440,139842474,1,5,Homo_sapiens,PSD2,PH and SEC7 domain-containing protein 2,33034
NP_001171864.1,139847916,140043069,-1,5,Homo_sapiens,NRG2,"pro-neuregulin-2, membrane-bound isoform isoform 7",195153
NP_005850.1,140114181,140115150,1,5,Homo_sapiens,PURA,transcriptional activator protein Pur-alpha,969
NP_001007190.1,140128476,140128638,1,5,Homo_sapiens,IGIP,IgA-inducing protein homolog precursor,162
NP_115788.1,140194465,140243411,1,5,Homo_sapiens,CYSTM1,cysteine-rich and transmembrane domain-containing protein 1,48946
NP_002613.2,140245973,140303073,-1,5,Homo_sapiens,PFDN1,prefoldin subunit 1,57100
NP_001936.1,140334675,140346328,-1,5,Homo_sapiens,HBEGF,proheparin-binding EGF-like growth factor precursor,11653
NP_001245357.1,140360236,140372798,1,5,Homo_sapiens,SLC4A9,anion exchange protein 4 isoform 1,12562
NP_001183959.1,140401967,140472312,1,5,Homo_sapiens,ANKHD1,ankyrin repeat and KH domain-containing protein 1 isoform 4,70345
NP_003723.1,140547737,140549262,1,5,Homo_sapiens,EIF4EBP3,eukaryotic translation initiation factor 4E-binding protein 3,1525
NP_001240693.1,140550699,140557452,-1,5,Homo_sapiens,SRA1,steroid receptor RNA activator 1 isoform 2,6753
NP_573420.2,140558584,140564245,-1,5,Homo_sapiens,APBB3,amyloid beta A4 precursor protein-binding family B member 3 isoform a,5661
NP_542401.1,140567169,140568144,1,5,Homo_sapiens,SLC35A4,probable UDP-sugar transporter protein SLC35A4,975
NP_001167575.1,140631855,140633071,-1,5,Homo_sapiens,CD14,monocyte differentiation antigen CD14 precursor,1216
NP_001287909.1,140639527,140645098,1,5,Homo_sapiens,TMCO6,transmembrane and coiled-coil domain-containing protein 6 isoform 1,5571
NP_002479.1,140645586,140647583,-1,5,Homo_sapiens,NDUFA2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 isoform 1,1997
NP_006074.2,140647908,140662329,1,5,Homo_sapiens,IK,protein Red,14421
NP_060176.2,140664912,140669654,1,5,Homo_sapiens,WDR55,WD repeat-containing protein 55,4742
NP_919225.1,140671292,140673542,-1,5,Homo_sapiens,DND1,dead end protein homolog 1,2250
NP_001276023.1,140674256,140691304,-1,5,Homo_sapiens,HARS,"histidine--tRNA ligase, cytoplasmic isoform 7",17048
NP_036340.1,140691648,140698552,1,5,Homo_sapiens,HARS2,"probable histidine--tRNA ligase, mitochondrial isoform 1 precursor",6904
NP_653324.1,140700460,140705756,1,5,Homo_sapiens,ZMAT2,zinc finger matrin-type protein 2,5296
NP_113598.1,140786290,140788714,1,5,Homo_sapiens,PCDHA1,protocadherin alpha-1 isoform 2 precursor,2424
NP_113683.1,140794964,140797439,1,5,Homo_sapiens,PCDHA2,protocadherin alpha-2 isoform 2 precursor,2475
NP_113685.1,140801197,140803672,1,5,Homo_sapiens,PCDHA3,protocadherin alpha-3 isoform 2 precursor,2475
NP_113688.1,140807187,140809584,1,5,Homo_sapiens,PCDHA4,protocadherin alpha-4 isoform 2 precursor,2397
NP_113689.1,140821775,140824226,1,5,Homo_sapiens,PCDHA5,protocadherin alpha-5 isoform 2 precursor,2451
NP_114036.1,140828091,140830503,1,5,Homo_sapiens,PCDHA6,protocadherin alpha-6 isoform 2 precursor,2412
NP_114040.1,140834383,140836753,1,5,Homo_sapiens,PCDHA7,protocadherin alpha-7 isoform 2 precursor,2370
NP_114062.1,140841321,140843766,1,5,Homo_sapiens,PCDHA8,protocadherin alpha-8 isoform 2 precursor,2445
NP_054724.1,140848495,140851024,1,5,Homo_sapiens,PCDHA9,protocadherin alpha-9 isoform 2 precursor,2529
NP_114065.1,140856048,140858583,1,5,Homo_sapiens,PCDHA10,protocadherin alpha-10 isoform 2 precursor,2535
NP_114067.1,140869103,140871536,1,5,Homo_sapiens,PCDHA11,protocadherin alpha-11 isoform 2 precursor,2433
NP_114070.1,140875472,140877851,1,5,Homo_sapiens,PCDHA12,protocadherin alpha-12 isoform 2 precursor,2379
NP_114071.1,140882268,140884692,1,5,Homo_sapiens,PCDHA13,protocadherin alpha-13 isoform 2 precursor,2424
NP_114088.2,140926892,140929349,1,5,Homo_sapiens,PCDHAC1,protocadherin alpha-C1 isoform 2 precursor,2457
NP_114089.1,140966766,140969421,1,5,Homo_sapiens,PCDHAC2,protocadherin alpha-C2 isoform 2 precursor,2655
NP_037472.2,141051470,141053927,1,5,Homo_sapiens,PCDHB1,protocadherin beta-1 precursor,2457
NP_061759.1,141094790,141097187,1,5,Homo_sapiens,PCDHB2,protocadherin beta-2 precursor,2397
NP_061760.1,141100649,141103040,1,5,Homo_sapiens,PCDHB3,protocadherin beta-3 precursor,2391
NP_061761.1,141121998,141124386,1,5,Homo_sapiens,PCDHB4,protocadherin beta-4 precursor,2388
NP_056484.2,141135434,141137822,1,5,Homo_sapiens,PCDHB5,protocadherin beta-5 precursor,2388
NP_061762.2,141150257,141152642,1,5,Homo_sapiens,PCDHB6,protocadherin beta-6 isoform 1 precursor,2385
NP_061763.1,141172835,141175217,1,5,Homo_sapiens,PCDHB7,protocadherin beta-7 precursor,2382
NP_061993.3,141178034,141180440,1,5,Homo_sapiens,PCDHB8,protocadherin beta-8 precursor,2406
NP_066008.2,141182559,141184890,1,5,Homo_sapiens,PCDHB16,protocadherin beta-16 precursor,2331
NP_061992.3,141187318,141189712,1,5,Homo_sapiens,PCDHB9,protocadherin beta-9 precursor,2394
NP_061753.1,141192552,141194955,1,5,Homo_sapiens,PCDHB10,protocadherin beta-10 precursor,2403
NP_061754.1,141199774,141202168,1,5,Homo_sapiens,PCDHB11,protocadherin beta-11 precursor,2394
NP_061755.1,141208907,141211295,1,5,Homo_sapiens,PCDHB12,protocadherin beta-12 precursor,2388
NP_061756.1,141214123,141216520,1,5,Homo_sapiens,PCDHB13,protocadherin beta-13 precursor,2397
NP_061757.1,141223505,141225902,1,5,Homo_sapiens,PCDHB14,protocadherin beta-14 precursor,2397
NP_061758.1,141245578,141247942,1,5,Homo_sapiens,PCDHB15,protocadherin beta-15 precursor,2364
NP_114153.1,141302959,141303865,-1,5,Homo_sapiens,SLC25A2,mitochondrial ornithine transporter 2,906
NP_005633.2,141318994,141320044,-1,5,Homo_sapiens,TAF7,transcription initiation factor TFIID subunit 7,1050
NP_114382.1,141330684,141333156,1,5,Homo_sapiens,PCDHGA1,protocadherin gamma-A1 isoform 2 precursor,2472
NP_114398.1,141338971,141341443,1,5,Homo_sapiens,PCDHGA2,protocadherin gamma-A2 isoform 2 precursor,2472
NP_114400.1,141344033,141346523,1,5,Homo_sapiens,PCDHGA3,protocadherin gamma-A3 isoform 2 precursor,2490
NP_115266.1,141350260,141352693,1,5,Homo_sapiens,PCDHGB1,protocadherin gamma-B1 isoform 2 precursor,2433
NP_114442.2,141355107,141357663,1,5,Homo_sapiens,PCDHGA4,protocadherin gamma-A4 isoform 2 precursor,2556
NP_115267.1,141360135,141362571,1,5,Homo_sapiens,PCDHGB2,protocadherin gamma-B2 isoform 2 precursor,2436
NP_114443.1,141364330,141366772,1,5,Homo_sapiens,PCDHGA5,protocadherin gamma-A5 isoform 2 precursor,2442
NP_115268.2,141370394,141372839,1,5,Homo_sapiens,PCDHGB3,protocadherin gamma-B3 isoform 2 precursor,2445
NP_114475.1,141374083,141376540,1,5,Homo_sapiens,PCDHGA6,protocadherin gamma-A6 isoform 2 precursor,2457
NP_114476.1,141382899,141385353,1,5,Homo_sapiens,PCDHGA7,protocadherin gamma-A7 isoform 2 precursor,2454
NP_115269.1,141387884,141390296,1,5,Homo_sapiens,PCDHGB4,protocadherin gamma-B4 isoform 2 precursor,2412
NP_054723.1,141392813,141395276,1,5,Homo_sapiens,PCDHGA8,protocadherin gamma-A8 isoform 2 precursor,2463
NP_115270.1,141398127,141400584,1,5,Homo_sapiens,PCDHGB5,protocadherin gamma-B5 isoform 2 precursor,2457
NP_114478.1,141402952,141405439,1,5,Homo_sapiens,PCDHGA9,protocadherin gamma-A9 isoform 2 precursor,2487
NP_115271.1,141408202,141410665,1,5,Homo_sapiens,PCDHGB6,protocadherin gamma-B6 isoform 2 precursor,2463
NP_114479.1,141413175,141415728,1,5,Homo_sapiens,PCDHGA10,protocadherin gamma-A10 isoform 2 precursor,2553
NP_115272.1,141417859,141420286,1,5,Homo_sapiens,PCDHGB7,protocadherin gamma-B7 isoform 2 precursor,2427
NP_114480.1,141421227,141423741,1,5,Homo_sapiens,PCDHGA11,protocadherin gamma-A11 isoform 2 precursor,2514
NP_115265.1,141430759,141433222,1,5,Homo_sapiens,PCDHGA12,protocadherin gamma-A12 isoform 2 precursor,2463
NP_115778.1,141476116,141478708,1,5,Homo_sapiens,PCDHGC3,protocadherin gamma-C3 isoform 2 precursor,2592
NP_115782.1,141485173,141487789,1,5,Homo_sapiens,PCDHGC4,protocadherin gamma-C4 isoform 2 precursor,2616
NP_115783.1,141489240,141491877,1,5,Homo_sapiens,PCDHGC5,protocadherin gamma-C5 isoform 2 precursor,2637
NP_001073280.1,141516850,141618914,-1,5,Homo_sapiens,DIAPH1,protein diaphanous homolog 1 isoform 2,102064
NP_003874.2,141621467,141636790,-1,5,Homo_sapiens,HDAC3,histone deacetylase 3,15323
NP_776189.3,141638225,141640444,1,5,Homo_sapiens,RELL2,RELT-like protein 2,2219
NP_258260.1,141641497,141651368,-1,5,Homo_sapiens,FCHSD1,F-BAR and double SH3 domains protein 1,9871
NP_071926.4,141653949,141680486,-1,5,Homo_sapiens,ARAP3,"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3",26537
NP_115796.2,141854041,141878262,-1,5,Homo_sapiens,PCDH1,protocadherin-1 isoform 2 precursor,24221
NP_055588.3,141923941,141938759,1,5,Homo_sapiens,KIAA0141,death ligand signal enhancer precursor,14818
NP_057664.1,141945380,141957851,-1,5,Homo_sapiens,PCDH12,protocadherin-12 precursor,12471
NP_001188294.1,141973588,141987790,1,5,Homo_sapiens,RNF14,E3 ubiquitin-protein ligase RNF14 isoform 1,14202
NP_005462.1,142002028,142012035,-1,5,Homo_sapiens,GNPDA1,glucosamine-6-phosphate isomerase 1,10007
