acc,species,chromosome,symbol,start,end,length,strand
NP_001310929.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310925.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310919.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310918.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310920.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310921.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310927.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310926.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310928.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310922.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310917.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001277241.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310930.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310940.1,Homo_sapiens,5,CTNNA1,138886259,138934089,47830,1
NP_001310932.1,Homo_sapiens,5,CTNNA1,138886259,138933823,47564,1
NP_001310931.1,Homo_sapiens,5,CTNNA1,138886259,138933823,47564,1
NP_001310934.1,Homo_sapiens,5,CTNNA1,138886259,138933823,47564,1
NP_001310933.1,Homo_sapiens,5,CTNNA1,138886259,138933823,47564,1
NP_001310941.1,Homo_sapiens,5,CTNNA1,138904405,138934089,29684,1
NP_001310942.1,Homo_sapiens,5,CTNNA1,138904405,138934089,29684,1
NP_001310935.1,Homo_sapiens,5,CTNNA1,138917801,138934089,16288,1
NP_001310936.1,Homo_sapiens,5,CTNNA1,138917801,138934089,16288,1
NP_001310939.1,Homo_sapiens,5,CTNNA1,138917801,138934089,16288,1
NP_001310938.1,Homo_sapiens,5,CTNNA1,138917801,138934089,16288,1
NP_001310937.1,Homo_sapiens,5,CTNNA1,138917801,138934089,16288,1
NP_071909.1,Homo_sapiens,5,SIL1,138947116,139127843,180727,-1
NP_001032722.1,Homo_sapiens,5,SIL1,138947116,139127843,180727,-1
NP_001181885.1,Homo_sapiens,5,MATR3,139293980,139329395,35415,1
NP_061322.2,Homo_sapiens,5,MATR3,139307415,139329395,21980,1
NP_001181883.1,Homo_sapiens,5,MATR3,139307415,139329395,21980,1
NP_001181884.1,Homo_sapiens,5,MATR3,139307415,139329395,21980,1
NP_954659.1,Homo_sapiens,5,MATR3,139307415,139329395,21980,1
NP_001269207.1,Homo_sapiens,5,MATR3,139315736,139329395,13659,1
NP_057564.3,Homo_sapiens,5,PAIP2,139363784,139368798,5014,1
NP_001028284.1,Homo_sapiens,5,PAIP2,139363784,139368798,5014,1
NP_005838.3,Homo_sapiens,5,SLC23A1,139372005,139383253,11248,-1
NP_689898.2,Homo_sapiens,5,SLC23A1,139372005,139383253,11248,-1
NP_057543.2,Homo_sapiens,5,MZB1,139387764,139389856,2092,-1
NP_001155018.1,Homo_sapiens,5,PROB1,139392033,139395081,3048,-1
NP_919272.1,Homo_sapiens,5,SPATA24,139396799,139404060,7261,-1
NP_689899.1,Homo_sapiens,5,DNAJC18,139414147,139439445,25298,-1
NP_001280668.1,Homo_sapiens,5,ECSCR,139448764,139462670,13906,-1
NP_001071161.1,Homo_sapiens,5,ECSCR,139448899,139462670,13771,-1
NP_938023.1,Homo_sapiens,5,TMEM173,139476260,139481704,5444,-1
NP_001288667.1,Homo_sapiens,5,TMEM173,139476361,139481704,5343,-1
NP_003330.1,Homo_sapiens,5,UBE2D2,139561791,139626801,65010,1
NP_862821.1,Homo_sapiens,5,UBE2D2,139600434,139626801,26367,1
NP_057547.5,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304128.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304130.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304129.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304131.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304132.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304133.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304134.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304135.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304136.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304137.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304138.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304139.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_001304140.1,Homo_sapiens,5,CXXC5,139680523,139682907,2384,1
NP_115665.1,Homo_sapiens,5,PSD2,139809440,139842474,33034,1
NP_001171864.1,Homo_sapiens,5,NRG2,139847916,140043069,195153,-1
NP_053584.1,Homo_sapiens,5,NRG2,139847916,140043069,195153,-1
NP_053586.1,Homo_sapiens,5,NRG2,139847916,140043069,195153,-1
NP_004874.1,Homo_sapiens,5,NRG2,139847916,140043069,195153,-1
NP_053585.1,Homo_sapiens,5,NRG2,139847916,140043069,195153,-1
NP_005850.1,Homo_sapiens,5,PURA,140114181,140115150,969,1
NP_001007190.1,Homo_sapiens,5,IGIP,140128476,140128638,162,1
NP_115788.1,Homo_sapiens,5,CYSTM1,140194465,140243411,48946,1
NP_002613.2,Homo_sapiens,5,PFDN1,140245973,140303073,57100,-1
NP_001936.1,Homo_sapiens,5,HBEGF,140334675,140346328,11653,-1
NP_001245357.1,Homo_sapiens,5,SLC4A9,140360236,140372798,12562,1
NP_113655.2,Homo_sapiens,5,SLC4A9,140360236,140372798,12562,1
NP_001245356.1,Homo_sapiens,5,SLC4A9,140360236,140372798,12562,1
NP_001245355.1,Homo_sapiens,5,SLC4A9,140360236,140372798,12562,1
NP_065741.3,Homo_sapiens,5,ANKHD1-EIF4EBP3,140401967,140549237,147270,1
NP_060217.1,Homo_sapiens,5,ANKHD1,140401967,140539418,137451,1
NP_078944.2,Homo_sapiens,5,ANKHD1,140401967,140472340,70373,1
NP_060448.1,Homo_sapiens,5,ANKHD1,140401967,140472340,70373,1
NP_001183959.1,Homo_sapiens,5,ANKHD1,140401967,140472312,70345,1
NP_003723.1,Homo_sapiens,5,EIF4EBP3,140547737,140549262,1525,1
NP_001030312.2,Homo_sapiens,5,SRA1,140550699,140557488,6789,-1
NP_001240693.1,Homo_sapiens,5,SRA1,140550699,140557452,6753,-1
NP_573420.2,Homo_sapiens,5,APBB3,140558584,140564245,5661,-1
NP_573418.2,Homo_sapiens,5,APBB3,140558584,140564245,5661,-1
NP_573419.2,Homo_sapiens,5,APBB3,140558584,140564245,5661,-1
NP_006042.3,Homo_sapiens,5,APBB3,140558584,140564245,5661,-1
NP_542401.1,Homo_sapiens,5,SLC35A4,140567169,140568144,975,1
NP_001167575.1,Homo_sapiens,5,CD14,140631855,140633071,1216,-1
NP_001167576.1,Homo_sapiens,5,CD14,140631855,140633071,1216,-1
NP_000582.1,Homo_sapiens,5,CD14,140631855,140633071,1216,-1
NP_001035110.1,Homo_sapiens,5,CD14,140631855,140633071,1216,-1
NP_001287909.1,Homo_sapiens,5,TMCO6,140639527,140645098,5571,1
NP_060972.3,Homo_sapiens,5,TMCO6,140639527,140645098,5571,1
NP_001287911.1,Homo_sapiens,5,TMCO6,140642955,140645098,2143,1
NP_002479.1,Homo_sapiens,5,NDUFA2,140645586,140647583,1997,-1
NP_001171941.1,Homo_sapiens,5,NDUFA2,140645702,140647583,1881,-1
NP_006074.2,Homo_sapiens,5,IK,140647908,140662329,14421,1
NP_060176.2,Homo_sapiens,5,WDR55,140664912,140669654,4742,1
NP_919225.1,Homo_sapiens,5,DND1,140671292,140673542,2250,-1
NP_001276023.1,Homo_sapiens,5,HARS,140674256,140691304,17048,-1
NP_001276022.1,Homo_sapiens,5,HARS,140674256,140691304,17048,-1
NP_001244971.1,Homo_sapiens,5,HARS,140674256,140691304,17048,-1
NP_001244969.1,Homo_sapiens,5,HARS,140674256,140691304,17048,-1
NP_001276021.1,Homo_sapiens,5,HARS,140674256,140691304,17048,-1
NP_001244970.1,Homo_sapiens,5,HARS,140674256,140691304,17048,-1
NP_002100.2,Homo_sapiens,5,HARS,140674256,140691304,17048,-1
NP_036340.1,Homo_sapiens,5,HARS2,140691648,140698552,6904,1
NP_001265660.1,Homo_sapiens,5,HARS2,140691648,140698552,6904,1
NP_001265661.1,Homo_sapiens,5,HARS2,140693961,140698552,4591,1
NP_653324.1,Homo_sapiens,5,ZMAT2,140700460,140705756,5296,1
NP_061723.1,Homo_sapiens,5,PCDHA1,140786290,141009937,223647,1
NP_113599.1,Homo_sapiens,5,PCDHA1,140786290,141009937,223647,1
NP_113598.1,Homo_sapiens,5,PCDHA1,140786290,140788714,2424,1
NP_061728.1,Homo_sapiens,5,PCDHA2,140794964,141009937,214973,1
NP_113684.1,Homo_sapiens,5,PCDHA2,140794964,140805098,10134,1
NP_113683.1,Homo_sapiens,5,PCDHA2,140794964,140797439,2475,1
NP_061729.1,Homo_sapiens,5,PCDHA3,140801197,141009937,208740,1
NP_113685.1,Homo_sapiens,5,PCDHA3,140801197,140803672,2475,1
NP_061730.1,Homo_sapiens,5,PCDHA4,140807187,141009937,202750,1
NP_113688.1,Homo_sapiens,5,PCDHA4,140807187,140809584,2397,1
NP_061731.1,Homo_sapiens,5,PCDHA5,140821775,141009937,188162,1
NP_113689.1,Homo_sapiens,5,PCDHA5,140821775,140824226,2451,1
NP_061732.1,Homo_sapiens,5,PCDHA6,140828091,141009937,181846,1
NP_114037.1,Homo_sapiens,5,PCDHA6,140828091,141009937,181846,1
NP_114036.1,Homo_sapiens,5,PCDHA6,140828091,140830503,2412,1
NP_061733.1,Homo_sapiens,5,PCDHA7,140834383,141009937,175554,1
NP_114040.1,Homo_sapiens,5,PCDHA7,140834383,140836753,2370,1
NP_061734.1,Homo_sapiens,5,PCDHA8,140841321,141009937,168616,1
NP_114062.1,Homo_sapiens,5,PCDHA8,140841321,140843766,2445,1
NP_114063.1,Homo_sapiens,5,PCDHA9,140848495,141009937,161442,1
NP_054724.1,Homo_sapiens,5,PCDHA9,140848495,140851024,2529,1
NP_061724.1,Homo_sapiens,5,PCDHA10,140856048,141009937,153889,1
NP_114066.1,Homo_sapiens,5,PCDHA10,140856048,141009937,153889,1
NP_114065.1,Homo_sapiens,5,PCDHA10,140856048,140858583,2535,1
NP_061725.1,Homo_sapiens,5,PCDHA11,140869103,141009937,140834,1
NP_114067.1,Homo_sapiens,5,PCDHA11,140869103,140871536,2433,1
NP_061726.1,Homo_sapiens,5,PCDHA12,140875472,141009937,134465,1
NP_114070.1,Homo_sapiens,5,PCDHA12,140875472,140877851,2379,1
NP_061727.1,Homo_sapiens,5,PCDHA13,140882268,141009937,127669,1
NP_114071.1,Homo_sapiens,5,PCDHA13,140882268,140884692,2424,1
NP_061721.2,Homo_sapiens,5,PCDHAC1,140926892,141009937,83045,1
NP_114088.2,Homo_sapiens,5,PCDHAC1,140926892,140929349,2457,1
NP_061722.1,Homo_sapiens,5,PCDHAC2,140966766,141009937,43171,1
NP_114089.1,Homo_sapiens,5,PCDHAC2,140966766,140969421,2655,1
NP_037472.2,Homo_sapiens,5,PCDHB1,141051470,141053927,2457,1
NP_061759.1,Homo_sapiens,5,PCDHB2,141094790,141097187,2397,1
NP_061760.1,Homo_sapiens,5,PCDHB3,141100649,141103040,2391,1
NP_061761.1,Homo_sapiens,5,PCDHB4,141121998,141124386,2388,1
NP_056484.2,Homo_sapiens,5,PCDHB5,141135434,141137822,2388,1
NP_061762.2,Homo_sapiens,5,PCDHB6,141150257,141152642,2385,1
NP_001290074.1,Homo_sapiens,5,PCDHB6,141150665,141152642,1977,1
NP_061763.1,Homo_sapiens,5,PCDHB7,141172835,141175217,2382,1
NP_061993.3,Homo_sapiens,5,PCDHB8,141178034,141180440,2406,1
NP_066008.2,Homo_sapiens,5,PCDHB16,141182559,141184890,2331,1
NP_061992.3,Homo_sapiens,5,PCDHB9,141187318,141189712,2394,1
NP_061753.1,Homo_sapiens,5,PCDHB10,141192552,141194955,2403,1
NP_061754.1,Homo_sapiens,5,PCDHB11,141199774,141202168,2394,1
NP_061755.1,Homo_sapiens,5,PCDHB12,141208907,141211295,2388,1
NP_061756.1,Homo_sapiens,5,PCDHB13,141214123,141216520,2397,1
NP_061757.1,Homo_sapiens,5,PCDHB14,141223505,141225902,2397,1
NP_061758.1,Homo_sapiens,5,PCDHB15,141245578,141247942,2364,1
NP_114153.1,Homo_sapiens,5,SLC25A2,141302959,141303865,906,-1
NP_005633.2,Homo_sapiens,5,TAF7,141318994,141320044,1050,-1
NP_061735.1,Homo_sapiens,5,PCDHGA1,141330684,141511173,180489,1
NP_114382.1,Homo_sapiens,5,PCDHGA1,141330684,141333156,2472,1
NP_061738.1,Homo_sapiens,5,PCDHGA2,141338971,141511173,172202,1
NP_114398.1,Homo_sapiens,5,PCDHGA2,141338971,141341443,2472,1
NP_061739.2,Homo_sapiens,5,PCDHGA3,141344033,141511173,167140,1
NP_114400.1,Homo_sapiens,5,PCDHGA3,141344033,141346523,2490,1
NP_061745.1,Homo_sapiens,5,PCDHGB1,141350260,141511173,160913,1
NP_115266.1,Homo_sapiens,5,PCDHGB1,141350260,141352693,2433,1
NP_061740.2,Homo_sapiens,5,PCDHGA4,141355107,141511173,156066,1
NP_114442.2,Homo_sapiens,5,PCDHGA4,141355107,141357663,2556,1
NP_061746.1,Homo_sapiens,5,PCDHGB2,141360135,141511173,151038,1
NP_115267.1,Homo_sapiens,5,PCDHGB2,141360135,141362571,2436,1
NP_061741.1,Homo_sapiens,5,PCDHGA5,141364330,141511173,146843,1
NP_114443.1,Homo_sapiens,5,PCDHGA5,141364330,141366772,2442,1
NP_061747.2,Homo_sapiens,5,PCDHGB3,141370394,141511173,140779,1
NP_115268.2,Homo_sapiens,5,PCDHGB3,141370394,141372839,2445,1
NP_061742.1,Homo_sapiens,5,PCDHGA6,141374083,141511173,137090,1
NP_114475.1,Homo_sapiens,5,PCDHGA6,141374083,141376540,2457,1
NP_061743.1,Homo_sapiens,5,PCDHGA7,141382899,141511173,128274,1
NP_114476.1,Homo_sapiens,5,PCDHGA7,141382899,141385353,2454,1
NP_003727.1,Homo_sapiens,5,PCDHGB4,141387884,141511173,123289,1
NP_115269.1,Homo_sapiens,5,PCDHGB4,141387884,141390296,2412,1
NP_114477.1,Homo_sapiens,5,PCDHGA8,141392813,141511173,118360,1
NP_054723.1,Homo_sapiens,5,PCDHGA8,141392813,141395276,2463,1
NP_061748.1,Homo_sapiens,5,PCDHGB5,141398127,141511173,113046,1
NP_115270.1,Homo_sapiens,5,PCDHGB5,141398127,141400584,2457,1
NP_061744.1,Homo_sapiens,5,PCDHGA9,141402952,141511173,108221,1
NP_114478.1,Homo_sapiens,5,PCDHGA9,141402952,141405439,2487,1
NP_061749.1,Homo_sapiens,5,PCDHGB6,141408202,141511173,102971,1
NP_115271.1,Homo_sapiens,5,PCDHGB6,141408202,141410665,2463,1
NP_061736.1,Homo_sapiens,5,PCDHGA10,141413175,141511173,97998,1
NP_114479.1,Homo_sapiens,5,PCDHGA10,141413175,141415728,2553,1
NP_061750.1,Homo_sapiens,5,PCDHGB7,141417859,141511173,93314,1
NP_115272.1,Homo_sapiens,5,PCDHGB7,141417859,141420286,2427,1
NP_061737.1,Homo_sapiens,5,PCDHGA11,141421227,141511173,89946,1
NP_114481.1,Homo_sapiens,5,PCDHGA11,141421227,141511173,89946,1
NP_114480.1,Homo_sapiens,5,PCDHGA11,141421227,141423741,2514,1
NP_003726.1,Homo_sapiens,5,PCDHGA12,141430759,141511173,80414,1
NP_115265.1,Homo_sapiens,5,PCDHGA12,141430759,141433222,2463,1
NP_002579.2,Homo_sapiens,5,PCDHGC3,141476116,141511173,35057,1
NP_115779.1,Homo_sapiens,5,PCDHGC3,141476116,141511173,35057,1
NP_115778.1,Homo_sapiens,5,PCDHGC3,141476116,141478708,2592,1
NP_061751.1,Homo_sapiens,5,PCDHGC4,141485173,141511173,26000,1
NP_115782.1,Homo_sapiens,5,PCDHGC4,141485173,141487789,2616,1
NP_061752.1,Homo_sapiens,5,PCDHGC5,141489240,141511173,21933,1
NP_115783.1,Homo_sapiens,5,PCDHGC5,141489240,141491877,2637,1
NP_001073280.1,Homo_sapiens,5,DIAPH1,141516850,141618914,102064,-1
NP_005210.3,Homo_sapiens,5,DIAPH1,141516850,141618914,102064,-1
NP_001300936.1,Homo_sapiens,5,DIAPH1,141516969,141618914,101945,-1
NP_003874.2,Homo_sapiens,5,HDAC3,141621467,141636790,15323,-1
NP_776189.3,Homo_sapiens,5,RELL2,141638225,141640444,2219,1
NP_001123501.1,Homo_sapiens,5,RELL2,141638225,141640444,2219,1
NP_258260.1,Homo_sapiens,5,FCHSD1,141641497,141651368,9871,-1
NP_071926.4,Homo_sapiens,5,ARAP3,141653949,141680486,26537,-1
NP_115796.2,Homo_sapiens,5,PCDH1,141854041,141878262,24221,-1
NP_002578.2,Homo_sapiens,5,PCDH1,141863147,141878262,15115,-1
NP_001265542.1,Homo_sapiens,5,PCDH1,141863147,141869604,6457,-1
NP_001265544.1,Homo_sapiens,5,PCDH1,141863147,141865193,2046,-1
NP_055588.3,Homo_sapiens,5,KIAA0141,141923941,141938759,14818,1
NP_001136075.1,Homo_sapiens,5,KIAA0141,141923941,141938759,14818,1
NP_057664.1,Homo_sapiens,5,PCDH12,141945380,141957851,12471,-1
NP_001188294.1,Homo_sapiens,5,RNF14,141973588,141987790,14202,1
NP_899646.1,Homo_sapiens,5,RNF14,141973588,141987790,14202,1
NP_899647.1,Homo_sapiens,5,RNF14,141973588,141987790,14202,1
NP_899648.1,Homo_sapiens,5,RNF14,141973588,141987790,14202,1
NP_004281.1,Homo_sapiens,5,RNF14,141973588,141987790,14202,1
NP_899645.1,Homo_sapiens,5,RNF14,141978374,141987790,9416,1
NP_005462.1,Homo_sapiens,5,GNPDA1,142002028,142012035,10007,-1
NP_085048.1,Homo_sapiens,5,NDFIP1,142108974,142144674,35700,1
NP_112226.2,Homo_sapiens,5,SPRY4,142314208,142319765,5557,-1
NP_001120968.1,Homo_sapiens,5,SPRY4,142314208,142315108,900,-1
NP_001280218.1,Homo_sapiens,5,SPRY4,142314208,142315108,900,-1
NP_001280219.1,Homo_sapiens,5,SPRY4,142314208,142315108,900,-1
NP_001244135.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001244140.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001244141.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001138364.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001138406.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001138407.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001244134.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001244136.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001244137.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001244138.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_001244139.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_000791.1,Homo_sapiens,5,FGF1,142595289,142614127,18838,-1
NP_149128.1,Homo_sapiens,5,FGF1,142595470,142614127,18657,-1
NP_149127.1,Homo_sapiens,5,FGF1,142595470,142614127,18657,-1
NP_055886.1,Homo_sapiens,5,ARHGAP26,142770761,143222446,451685,1
NP_001129080.1,Homo_sapiens,5,ARHGAP26,142770761,143222446,451685,1
NP_001018661.1,Homo_sapiens,5,NR3C1,143279363,143400839,121476,-1
NP_000167.1,Homo_sapiens,5,NR3C1,143281888,143400839,118951,-1
NP_001018084.1,Homo_sapiens,5,NR3C1,143281888,143400839,118951,-1
NP_001018085.1,Homo_sapiens,5,NR3C1,143281888,143400839,118951,-1
NP_001018086.1,Homo_sapiens,5,NR3C1,143281888,143400839,118951,-1
NP_001018087.1,Homo_sapiens,5,NR3C1,143281888,143400839,118951,-1
NP_001019265.1,Homo_sapiens,5,NR3C1,143281888,143400839,118951,-1
NP_001191187.1,Homo_sapiens,5,NR3C1,143281888,143400761,118873,-1
NP_001191188.1,Homo_sapiens,5,NR3C1,143281888,143400584,118696,-1
NP_001191189.1,Homo_sapiens,5,NR3C1,143281888,143400572,118684,-1
NP_001191190.1,Homo_sapiens,5,NR3C1,143281888,143400548,118660,-1
NP_001191191.1,Homo_sapiens,5,NR3C1,143281888,143399894,118006,-1
NP_001191192.1,Homo_sapiens,5,NR3C1,143281888,143399849,117961,-1
NP_001191193.1,Homo_sapiens,5,NR3C1,143281888,143399834,117946,-1
NP_001191194.1,Homo_sapiens,5,NR3C1,143295451,143400839,105388,-1
NP_067005.1,Homo_sapiens,5,HMHB1,143812267,143820568,8301,1
NP_110426.4,Homo_sapiens,5,YIPF5,144160396,144169955,9559,-1
NP_001020118.1,Homo_sapiens,5,YIPF5,144160396,144169955,9559,-1
NP_001258661.1,Homo_sapiens,5,YIPF5,144160396,144165552,5156,-1
NP_065819.1,Homo_sapiens,5,KCTD16,144206714,144474114,267400,1
NP_995318.1,Homo_sapiens,5,PRELID2,145764940,145835251,70311,-1
NP_892005.1,Homo_sapiens,5,PRELID2,145764940,145835251,70311,-1
NP_612501.3,Homo_sapiens,5,PRELID2,145764940,145823122,58182,-1
NP_001073985.1,Homo_sapiens,5,GRXCR2,145859732,145872968,13236,-1
NP_689763.3,Homo_sapiens,5,SH3RF2,145937928,146062701,124773,1
NP_001025040.1,Homo_sapiens,5,PLAC8L1,146084431,146104311,19880,-1
NP_057544.2,Homo_sapiens,5,LARS,146114105,146182493,68388,-1
NP_001304893.1,Homo_sapiens,5,LARS,146114105,146182493,68388,-1
NP_064502.9,Homo_sapiens,5,LARS,146114105,146182493,68388,-1
NP_001304894.1,Homo_sapiens,5,LARS,146114105,146172737,58632,-1
NP_061862.1,Homo_sapiens,5,RBM27,146203765,146286030,82265,1
NP_002691.1,Homo_sapiens,5,POU4F3,146339112,146340444,1332,1
NP_006697.2,Homo_sapiens,5,TCERG1,146447349,146510642,63293,1
NP_001035095.1,Homo_sapiens,5,TCERG1,146447349,146510642,63293,1
NP_919227.2,Homo_sapiens,5,GPR151,146514853,146516113,1260,-1
NP_001258828.1,Homo_sapiens,5,PPP2R2B,146589946,147081266,491320,-1
NP_001258829.1,Homo_sapiens,5,PPP2R2B,146589946,147081108,491162,-1
NP_858062.1,Homo_sapiens,5,PPP2R2B,146589946,147055743,465797,-1
NP_858060.2,Homo_sapiens,5,PPP2R2B,146589946,147055738,465792,-1
NP_858063.1,Homo_sapiens,5,PPP2R2B,146589946,147035178,445232,-1
NP_858061.2,Homo_sapiens,5,PPP2R2B,146589946,146878784,288838,-1
NP_858064.1,Homo_sapiens,5,PPP2R2B,146589946,146856535,266589,-1
NP_001258877.1,Homo_sapiens,5,PPP2R2B,146589946,146856535,266589,-1
NP_001274669.1,Homo_sapiens,5,STK32A,147239634,147384436,144802,1
NP_001106195.1,Homo_sapiens,5,STK32A,147239634,147383983,144349,1
NP_659438.1,Homo_sapiens,5,STK32A,147239634,147348723,109089,1
NP_001184223.1,Homo_sapiens,5,DPYSL3,147394034,147509858,115824,-1
NP_001378.1,Homo_sapiens,5,DPYSL3,147394034,147453587,59553,-1
NP_055605.2,Homo_sapiens,5,JAKMIP2,147591665,147671806,80141,-1
NP_001269211.1,Homo_sapiens,5,JAKMIP2,147601760,147782458,180698,-1
NP_001257863.1,Homo_sapiens,5,JAKMIP2,147601760,147671806,70046,-1
NP_001257870.1,Homo_sapiens,5,JAKMIP2,147601760,147671806,70046,-1
NP_003113.2,Homo_sapiens,5,SPINK1,147824660,147831577,6917,-1
NP_473364.1,Homo_sapiens,5,SCGB3A2,147878803,147882050,3247,1
NP_996849.2,Homo_sapiens,5,C5orf46,147896992,147906501,9509,-1
NP_001121170.1,Homo_sapiens,5,SPINK5,148064044,148136991,72947,1
NP_006837.2,Homo_sapiens,5,SPINK5,148064044,148136991,72947,1
NP_001121171.1,Homo_sapiens,5,SPINK5,148064044,148124849,60805,1
NP_001001325.1,Homo_sapiens,5,SPINK14,148169732,148175398,5666,1
NP_001182219.1,Homo_sapiens,5,SPINK6,148203096,148214950,11854,1
NP_995313.2,Homo_sapiens,5,SPINK6,148203096,148214950,11854,1
XP_011536019.1,Homo_sapiens,5,LOC105378220,148238597,148243254,4657,1
NP_001035218.1,Homo_sapiens,5,SPINK13,148270072,148286048,15976,1
NP_115955.1,Homo_sapiens,5,SPINK7,148312483,148315684,3201,1
NP_001035523.1,Homo_sapiens,5,SPINK9,148335613,148339712,4099,1
NP_110420.3,Homo_sapiens,5,FBXO38,148394776,148442147,47371,1
NP_001258652.1,Homo_sapiens,5,FBXO38,148394776,148442147,47371,1
NP_001035259.1,Homo_sapiens,5,HTR4,148451184,148637014,185830,-1
NP_955525.1,Homo_sapiens,5,HTR4,148465864,148637014,171150,-1
NP_001035262.2,Homo_sapiens,5,HTR4,148476738,148637014,160276,-1
NP_001273339.1,Homo_sapiens,5,HTR4,148481469,148637014,155545,-1
NP_000861.1,Homo_sapiens,5,HTR4,148483202,148637014,153812,-1
NP_001035263.1,Homo_sapiens,5,HTR4,148483202,148637014,153812,-1
NP_000015.1,Homo_sapiens,5,ADRB2,148826831,148828073,1242,1
NP_078853.2,Homo_sapiens,5,SH3TC2,149004710,149063022,58312,-1
NP_001287957.1,Homo_sapiens,5,ABLIM3,149142095,149259575,117480,1
NP_001287944.1,Homo_sapiens,5,ABLIM3,149142095,149258404,116309,1
NP_055760.1,Homo_sapiens,5,ABLIM3,149142095,149258404,116309,1
NP_001287947.1,Homo_sapiens,5,ABLIM3,149142095,149258404,116309,1
NP_001287956.1,Homo_sapiens,5,ABLIM3,149183493,149258404,74911,1
NP_689619.1,Homo_sapiens,5,AFAP1L1,149271968,149340030,68062,1
NP_001139809.1,Homo_sapiens,5,AFAP1L1,149271968,149340030,68062,1
NP_001309991.1,Homo_sapiens,5,AFAP1L1,149271968,149340030,68062,1
NP_001309992.1,Homo_sapiens,5,AFAP1L1,149271968,149312318,40350,1
NP_689620.2,Homo_sapiens,5,GRPEL2,149345539,149351282,5743,1
NP_076933.3,Homo_sapiens,5,PCYOX1L,149358068,149368654,10586,1
NP_001287983.1,Homo_sapiens,5,PCYOX1L,149358135,149368654,10519,1
NP_001287986.1,Homo_sapiens,5,PCYOX1L,149358135,149368654,10519,1
NP_055258.1,Homo_sapiens,5,IL17B,149374368,149379225,4857,-1
NP_001304916.1,Homo_sapiens,5,IL17B,149374368,149376890,2522,-1
NP_001258670.1,Homo_sapiens,5,CSNK1A1,149496852,149550964,54112,-1
NP_001883.4,Homo_sapiens,5,CSNK1A1,149496852,149550964,54112,-1
NP_001020276.1,Homo_sapiens,5,CSNK1A1,149496852,149550964,54112,-1
NP_001258671.1,Homo_sapiens,5,CSNK1A1,149496852,149525134,28282,-1
NP_001001669.2,Homo_sapiens,5,ARHGEF37,149597769,149632191,34422,1
NP_573570.3,Homo_sapiens,5,PPARGC1B,149730342,149847558,117216,1
NP_001166169.1,Homo_sapiens,5,PPARGC1B,149730342,149847558,117216,1
NP_001166170.1,Homo_sapiens,5,PPARGC1B,149772136,149847558,75422,1
NP_000431.2,Homo_sapiens,5,PDE6A,149860894,149944673,83779,-1
NP_000103.2,Homo_sapiens,5,SLC26A2,149977652,149981813,4161,1
NP_112215.1,Homo_sapiens,5,TIGD6,149994782,149996348,1566,-1
