acc,species,chromosome,start,end,strand
ENSG00000269590,Homo_sapiens,19,12664828,12669397,-1
ENSG00000130204,Homo_sapiens,19,44891220,44903688,1
ENSG00000196967,Homo_sapiens,19,37147438,37172741,-1
ENSG00000130383,Homo_sapiens,19,5865826,5867741,-1
ENSG00000169393,Homo_sapiens,19,48008649,48025142,1
ENSG00000213965,Homo_sapiens,19,32691961,32713796,1
ENSG00000073050,Homo_sapiens,19,43553065,43575527,-1
ENSG00000125746,Homo_sapiens,19,45606994,45639403,-1
ENSG00000268182,Homo_sapiens,19,56643163,56655358,1
ENSG00000197020,Homo_sapiens,19,21726529,21767498,-1
ENSG00000104835,Homo_sapiens,19,38915564,38930761,-1
ENSG00000160007,Homo_sapiens,19,46918676,47004307,1
ENSG00000130208,Homo_sapiens,19,44914869,44919346,1
ENSG00000008438,Homo_sapiens,19,46019153,46023065,-1
ENSG00000267680,Homo_sapiens,19,44094392,44109886,1
ENSG00000105514,Homo_sapiens,19,11325339,11346270,-1
ENSG00000105193,Homo_sapiens,19,39433260,39435705,-1
ENSG00000090013,Homo_sapiens,19,40447789,40465840,-1
ENSG00000072954,Homo_sapiens,19,16661261,16689006,1
ENSG00000104907,Homo_sapiens,19,13104902,13116649,-1
ENSG00000160013,Homo_sapiens,19,46623130,46625037,-1
ENSG00000187187,Homo_sapiens,19,39997076,40021041,1
ENSG00000178297,Homo_sapiens,19,2389786,2425036,1
ENSG00000105607,Homo_sapiens,19,12897380,12914207,1
ENSG00000205076,Homo_sapiens,19,38770971,38773492,-1
ENSG00000105085,Homo_sapiens,19,16578234,16628173,-1
ENSG00000169035,Homo_sapiens,19,50976488,50983815,-1
ENSG00000063169,Homo_sapiens,19,47678962,47703222,1
ENSG00000177558,Homo_sapiens,19,35224800,35228729,-1
ENSG00000104964,Homo_sapiens,19,3053591,3061404,-1
ENSG00000167476,Homo_sapiens,19,2252252,2256417,-1
ENSG00000105371,Homo_sapiens,19,10287004,10288522,1
ENSG00000172519,Homo_sapiens,19,15793951,15795082,1
ENSG00000104983,Homo_sapiens,19,45995461,46018615,1
ENSG00000105376,Homo_sapiens,19,10289981,10296778,1
ENSG00000234906,Homo_sapiens,19,44945982,44949563,1
ENSG00000171970,Homo_sapiens,19,2900898,2918469,1
ENSG00000172009,Homo_sapiens,19,2810153,2813181,1
ENSG00000125743,Homo_sapiens,19,45687511,45691917,-1
ENSG00000070423,Homo_sapiens,19,648132,663233,-1
ENSG00000235034,Homo_sapiens,19,50649788,50659095,1
ENSG00000130287,Homo_sapiens,19,19211973,19252233,1
ENSG00000099840,Homo_sapiens,19,2097087,2099593,1
ENSG00000167625,Homo_sapiens,19,42220271,42228201,1
ENSG00000131944,Homo_sapiens,19,32972304,32976812,1
ENSG00000213030,Homo_sapiens,19,49047638,49049106,-1
ENSG00000126464,Homo_sapiens,19,49595522,49626438,1
ENSG00000182264,Homo_sapiens,19,48740888,48746909,-1
ENSG00000170848,Homo_sapiens,19,42915302,42919563,-1
ENSG00000181007,Homo_sapiens,19,36391960,36418656,-1
ENSG00000160117,Homo_sapiens,19,17281919,17286922,1
ENSG00000160321,Homo_sapiens,19,21970683,22010943,-1
ENSG00000104903,Homo_sapiens,19,13099033,13102867,-1
ENSG00000167775,Homo_sapiens,19,8302127,8308355,-1
ENSG00000267534,Homo_sapiens,19,10221433,10231331,-1
ENSG00000051128,Homo_sapiens,19,18929201,18940352,-1
ENSG00000105220,Homo_sapiens,19,34365379,34400267,1
ENSG00000130299,Homo_sapiens,19,17337555,17342723,1
ENSG00000159917,Homo_sapiens,19,44286350,44305025,-1
ENSG00000176024,Homo_sapiens,19,51944885,51948759,1
ENSG00000126266,Homo_sapiens,19,35351552,35353862,1
ENSG00000204920,Homo_sapiens,19,43984170,43998325,1
ENSG00000130811,Homo_sapiens,19,10115742,10119899,-1
ENSG00000141965,Homo_sapiens,19,4791681,4801273,1
ENSG00000099860,Homo_sapiens,19,2476356,2477126,1
ENSG00000168995,Homo_sapiens,19,51142370,51153245,1
ENSG00000226763,Homo_sapiens,19,43612107,43614487,1
ENSG00000251369,Homo_sapiens,19,57541840,57559863,-1
ENSG00000105732,Homo_sapiens,19,42076166,42081405,1
ENSG00000130749,Homo_sapiens,19,47064192,47085355,-1
ENSG00000187902,Homo_sapiens,19,55428740,55442863,-1
ENSG00000167676,Homo_sapiens,19,4502180,4517704,-1
ENSG00000105650,Homo_sapiens,19,18210831,18221161,-1
ENSG00000161082,Homo_sapiens,19,3224704,3296336,1
ENSG00000183401,Homo_sapiens,19,11346505,11354943,1
ENSG00000129451,Homo_sapiens,19,51012745,51020175,-1
ENSG00000099785,Homo_sapiens,19,8413303,8439011,1
ENSG00000127526,Homo_sapiens,19,16553817,16557135,-1
ENSG00000126267,Homo_sapiens,19,35651245,35658778,1
ENSG00000171747,Homo_sapiens,19,38801759,38808805,-1
ENSG00000142396,Homo_sapiens,19,58306088,58312314,1
ENSG00000196131,Homo_sapiens,19,53258292,53259602,1
ENSG00000011132,Homo_sapiens,19,3750880,3761699,-1
ENSG00000105518,Homo_sapiens,19,11342776,11346305,-1
ENSG00000176231,Homo_sapiens,19,15949008,15949958,1
ENSG00000171903,Homo_sapiens,19,15912370,15934866,-1
ENSG00000269720,Homo_sapiens,19,17390509,17394158,-1
ENSG00000198858,Homo_sapiens,19,896504,913245,-1
ENSG00000171136,Homo_sapiens,19,14028205,14030948,1
ENSG00000032444,Homo_sapiens,19,7535706,7561576,1
ENSG00000178982,Homo_sapiens,19,38619082,38636955,1
ENSG00000188868,Homo_sapiens,19,12319542,12333502,-1
ENSG00000130803,Homo_sapiens,19,9140397,9163408,1
ENSG00000104904,Homo_sapiens,19,2270291,2272809,1
ENSG00000129911,Homo_sapiens,19,1852400,1863497,-1
ENSG00000042753,Homo_sapiens,19,46838447,46850766,-1
ENSG00000204524,Homo_sapiens,19,57240892,57254703,1
ENSG00000130813,Homo_sapiens,19,10089657,10092325,1
ENSG00000180043,Homo_sapiens,19,55354908,55363260,-1
ENSG00000095059,Homo_sapiens,19,12675832,12681771,-1
ENSG00000213996,Homo_sapiens,19,19264366,19273288,-1
ENSG00000170608,Homo_sapiens,19,45864260,45873797,1
ENSG00000258873,Homo_sapiens,19,57154021,57167443,-1
ENSG00000204866,Homo_sapiens,19,46160643,46161288,1
ENSG00000182310,Homo_sapiens,19,51693496,51705190,1
ENSG00000243130,Homo_sapiens,19,43015120,43026448,-1
ENSG00000031823,Homo_sapiens,19,5941671,5978093,-1
ENSG00000152467,Homo_sapiens,19,58034106,58038442,1
ENSG00000170892,Homo_sapiens,19,54190268,54194536,1
ENSG00000160336,Homo_sapiens,19,53445185,53458260,1
ENSG00000269858,Homo_sapiens,19,40799545,40808433,1
ENSG00000249471,Homo_sapiens,19,58451611,58457132,1
ENSG00000256683,Homo_sapiens,19,51964343,51986826,-1
ENSG00000104879,Homo_sapiens,19,45306414,45322977,-1
ENSG00000256294,Homo_sapiens,19,44115545,44132735,1
ENSG00000127507,Homo_sapiens,19,14741475,14776842,-1
ENSG00000132010,Homo_sapiens,19,12131350,12140407,-1
ENSG00000133265,Homo_sapiens,19,55277647,55280332,-1
ENSG00000205517,Homo_sapiens,19,11394325,11419328,-1
ENSG00000182472,Homo_sapiens,19,38730559,38744474,-1
ENSG00000142556,Homo_sapiens,19,52013325,52028570,-1
ENSG00000188305,Homo_sapiens,19,2274622,2282176,-1
ENSG00000104866,Homo_sapiens,19,45092962,45147285,1
ENSG00000125912,Homo_sapiens,19,3203797,3209575,1
ENSG00000161265,Homo_sapiens,19,35742529,35745442,-1
ENSG00000268163,Homo_sapiens,19,57437970,57477503,-1
ENSG00000167658,Homo_sapiens,19,3976056,3985469,-1
ENSG00000161652,Homo_sapiens,19,50152549,50163156,-1
ENSG00000104783,Homo_sapiens,19,43766533,43781257,-1
ENSG00000104957,Homo_sapiens,19,13759111,13763023,1
ENSG00000240403,Homo_sapiens,19,54850476,54866960,1
ENSG00000182141,Homo_sapiens,19,21291160,21329410,-1
ENSG00000160410,Homo_sapiens,19,40589101,40591399,1
ENSG00000213339,Homo_sapiens,19,10712563,10713359,1
ENSG00000213638,Homo_sapiens,19,1905378,1913447,1
ENSG00000160318,Homo_sapiens,19,51367100,51368979,-1
ENSG00000105698,Homo_sapiens,19,35271001,35279247,1
ENSG00000105556,Homo_sapiens,19,305573,308923,-1
ENSG00000090661,Homo_sapiens,19,8225027,8256675,1
ENSG00000159871,Homo_sapiens,19,43798502,43827199,-1
ENSG00000179820,Homo_sapiens,19,53867883,53876428,1
ENSG00000115286,Homo_sapiens,19,1383884,1395488,1
ENSG00000104921,Homo_sapiens,19,7688758,7699479,-1
ENSG00000184635,Homo_sapiens,19,19933529,19934626,1
ENSG00000105329,Homo_sapiens,19,41330323,41353911,-1
ENSG00000180061,Homo_sapiens,19,55316888,55325340,-1
ENSG00000105750,Homo_sapiens,19,20936606,20949364,1
ENSG00000197050,Homo_sapiens,19,37078480,37130311,1
ENSG00000243772,Homo_sapiens,19,54738515,54753052,1
ENSG00000130332,Homo_sapiens,19,2321521,2328611,-1
ENSG00000105583,Homo_sapiens,19,12668145,12669401,-1
ENSG00000127903,Homo_sapiens,19,56661981,56671760,-1
ENSG00000196415,Homo_sapiens,19,843341,848175,1
ENSG00000071564,Homo_sapiens,19,1609290,1652329,-1
ENSG00000174652,Homo_sapiens,19,9412628,9435504,-1
ENSG00000006016,Homo_sapiens,19,18594362,18598593,-1
ENSG00000104886,Homo_sapiens,19,2233156,2236320,-1
ENSG00000126583,Homo_sapiens,19,53882213,53907652,1
ENSG00000186723,Homo_sapiens,19,15807003,15808126,-1
ENSG00000083838,Homo_sapiens,19,58476428,58481224,1
ENSG00000268750,Homo_sapiens,19,57819806,57858911,1
ENSG00000174886,Homo_sapiens,19,5894677,5903756,-1
ENSG00000230522,Homo_sapiens,19,7049321,7051735,1
ENSG00000167769,Homo_sapiens,19,6306142,6333629,-1
ENSG00000123146,Homo_sapiens,19,14381444,14408721,1
ENSG00000141971,Homo_sapiens,19,17420111,17425332,1
ENSG00000105221,Homo_sapiens,19,40230318,40285395,-1
ENSG00000242019,Homo_sapiens,19,54724479,54736536,1
ENSG00000131400,Homo_sapiens,19,50359606,50365625,-1
ENSG00000142546,Homo_sapiens,19,49557218,49579278,-1
ENSG00000181392,Homo_sapiens,19,36003310,36008793,-1
ENSG00000105379,Homo_sapiens,19,51345285,51366366,-1
ENSG00000180739,Homo_sapiens,19,10512892,10515021,-1
ENSG00000125651,Homo_sapiens,19,6381413,6393205,-1
ENSG00000011478,Homo_sapiens,19,45692697,45703989,1
ENSG00000171236,Homo_sapiens,19,4536409,4540474,-1
ENSG00000171469,Homo_sapiens,19,9610816,9621234,-1
ENSG00000104824,Homo_sapiens,19,38844025,38849940,-1
ENSG00000105519,Homo_sapiens,19,5914273,5915081,1
ENSG00000254858,Homo_sapiens,19,18193182,18196742,1
ENSG00000105248,Homo_sapiens,19,4248015,4258423,1
ENSG00000127533,Homo_sapiens,19,16888860,16892606,1
ENSG00000105447,Homo_sapiens,19,48445841,48451202,1
ENSG00000090971,Homo_sapiens,19,55486422,55487568,1
ENSG00000105605,Homo_sapiens,19,53912817,53941661,1
ENSG00000180884,Homo_sapiens,19,34957474,34960703,-1
ENSG00000170923,Homo_sapiens,19,9102269,9103306,-1
ENSG00000065989,Homo_sapiens,19,10452939,10467931,1
ENSG00000267740,Homo_sapiens,19,5867615,5903703,-1
ENSG00000161677,Homo_sapiens,19,50506257,50511159,-1
ENSG00000105662,Homo_sapiens,19,18742910,18777938,1
ENSG00000159915,Homo_sapiens,19,44259923,44275317,1
ENSG00000179909,Homo_sapiens,19,57697367,57709168,-1
ENSG00000167733,Homo_sapiens,19,5684033,5688523,1
ENSG00000196724,Homo_sapiens,19,57926052,57933905,-1
ENSG00000198440,Homo_sapiens,19,56404014,56425031,1
ENSG00000168813,Homo_sapiens,19,32345719,32383254,1
ENSG00000198300,Homo_sapiens,19,56813678,56840696,-1
ENSG00000174667,Homo_sapiens,19,9213850,9214871,-1
ENSG00000099866,Homo_sapiens,19,496454,505207,1
ENSG00000104951,Homo_sapiens,19,49889654,49929539,-1
ENSG00000254415,Homo_sapiens,19,51642553,51646801,-1
ENSG00000257591,Homo_sapiens,19,12145265,12156729,-1
ENSG00000196381,Homo_sapiens,19,37668854,37692300,-1
ENSG00000269547,Homo_sapiens,19,38915404,38949855,-1
ENSG00000104863,Homo_sapiens,19,49114424,49115489,1
ENSG00000167565,Homo_sapiens,19,40441806,40444275,-1
ENSG00000198723,Homo_sapiens,19,7499642,7501399,1
ENSG00000099817,Homo_sapiens,19,1088645,1095261,-1
ENSG00000181786,Homo_sapiens,19,8697454,8698705,-1
ENSG00000115255,Homo_sapiens,19,1495363,1497498,1
ENSG00000167487,Homo_sapiens,19,18636965,18671714,1
ENSG00000123144,Homo_sapiens,19,12730642,12734671,-1
ENSG00000105464,Homo_sapiens,19,48394875,48444931,1
ENSG00000075702,Homo_sapiens,19,36054972,36105103,1
ENSG00000130475,Homo_sapiens,19,17747718,17788568,1
ENSG00000205155,Homo_sapiens,19,35745619,35747004,1
ENSG00000129355,Homo_sapiens,19,10566601,10569059,-1
ENSG00000239961,Homo_sapiens,19,54333185,54339150,-1
ENSG00000214189,Homo_sapiens,19,12112691,12113716,1
ENSG00000180089,Homo_sapiens,19,55226748,55229264,-1
ENSG00000171425,Homo_sapiens,19,55643810,55645621,1
ENSG00000066044,Homo_sapiens,19,7963630,8005659,-1
ENSG00000104899,Homo_sapiens,19,2249311,2252073,1
ENSG00000197619,Homo_sapiens,19,51992857,52003749,-1
ENSG00000105679,Homo_sapiens,19,35536783,35543026,1
ENSG00000099875,Homo_sapiens,19,2037482,2051244,-1
ENSG00000126467,Homo_sapiens,19,49739757,49747378,-1
ENSG00000007129,Homo_sapiens,19,41576249,41586563,1
ENSG00000186526,Homo_sapiens,19,15615221,15629623,1
ENSG00000130312,Homo_sapiens,19,17305872,17306782,1
ENSG00000182393,Homo_sapiens,19,39296325,39298673,1
ENSG00000105321,Homo_sapiens,19,47256523,47273701,1
ENSG00000105131,Homo_sapiens,19,15226922,15233047,-1
ENSG00000248385,Homo_sapiens,19,54069947,54081365,-1
ENSG00000182986,Homo_sapiens,19,52876180,52897560,-1
ENSG00000124449,Homo_sapiens,19,43716110,43719272,1
ENSG00000198046,Homo_sapiens,19,56439330,56442747,-1
ENSG00000127663,Homo_sapiens,19,4969113,5153595,1
ENSG00000198464,Homo_sapiens,19,52300394,52324080,1
ENSG00000141946,Homo_sapiens,19,57134096,57145202,-1
ENSG00000170948,Homo_sapiens,19,8842593,8843340,1
ENSG00000237440,Homo_sapiens,19,20551085,20565809,-1
ENSG00000160111,Homo_sapiens,19,16892947,17026815,-1
ENSG00000216588,Homo_sapiens,19,44623746,44635492,1
ENSG00000105289,Homo_sapiens,19,3728376,3750813,1
ENSG00000105655,Homo_sapiens,19,18436847,18438162,-1
ENSG00000197213,Homo_sapiens,19,56189689,56193052,-1
ENSG00000204577,Homo_sapiens,19,54216928,54222978,-1
ENSG00000105298,Homo_sapiens,19,3610660,3626815,-1
ENSG00000118162,Homo_sapiens,19,47476844,47484176,-1
ENSG00000105700,Homo_sapiens,19,18557762,18569387,1
ENSG00000254901,Homo_sapiens,19,19181882,19192589,-1
ENSG00000198182,Homo_sapiens,19,37696373,37719188,-1
ENSG00000126247,Homo_sapiens,19,36140015,36150353,1
ENSG00000204653,Homo_sapiens,19,50512773,50514664,-1
ENSG00000125910,Homo_sapiens,19,3178768,3180332,1
ENSG00000213889,Homo_sapiens,19,45498473,45502085,1
ENSG00000130244,Homo_sapiens,19,38403169,38404996,1
ENSG00000173875,Homo_sapiens,19,12610918,12631921,1
ENSG00000221983,Homo_sapiens,19,18573376,18575241,1
ENSG00000070404,Homo_sapiens,19,680751,682107,1
ENSG00000011590,Homo_sapiens,19,35712928,35717038,1
ENSG00000120784,Homo_sapiens,19,37632488,37656261,-1
ENSG00000160014,Homo_sapiens,19,46602072,46609770,1
ENSG00000173480,Homo_sapiens,19,57908480,57916591,-1
ENSG00000105261,Homo_sapiens,19,36111203,36113711,1
ENSG00000167613,Homo_sapiens,19,54360982,54370491,-1
ENSG00000171124,Homo_sapiens,19,5842891,5851474,-1
ENSG00000105278,Homo_sapiens,19,3804024,3869028,-1
ENSG00000130518,Homo_sapiens,19,18257097,18274509,-1
ENSG00000181733,Homo_sapiens,19,8730954,8732009,1
ENSG00000142227,Homo_sapiens,19,48321509,48329439,1
ENSG00000172006,Homo_sapiens,19,2819950,2834154,1
ENSG00000177051,Homo_sapiens,19,45710629,45730904,-1
ENSG00000141977,Homo_sapiens,19,16161415,16173475,-1
ENSG00000142541,Homo_sapiens,19,49487554,49492301,1
ENSG00000125498,Homo_sapiens,19,54769825,54783865,1
ENSG00000167815,Homo_sapiens,19,12796820,12801859,-1
ENSG00000203326,Homo_sapiens,19,53365707,53386593,1
ENSG00000160471,Homo_sapiens,19,55353597,55354719,-1
ENSG00000130202,Homo_sapiens,19,44871853,44878938,1
ENSG00000105135,Homo_sapiens,19,15122998,15125659,-1
ENSG00000178386,Homo_sapiens,19,44060364,44066602,1
ENSG00000167619,Homo_sapiens,19,42313377,42321789,1
ENSG00000188227,Homo_sapiens,19,37523405,37540265,1
ENSG00000176695,Homo_sapiens,19,110643,111696,1
ENSG00000269026,Homo_sapiens,19,57682045,57753575,1
ENSG00000233927,Homo_sapiens,19,8321500,8323340,1
ENSG00000105640,Homo_sapiens,19,17860763,17863304,1
ENSG00000187912,Homo_sapiens,19,14583123,14610420,1
ENSG00000133275,Homo_sapiens,19,1979258,1979756,1
ENSG00000105136,Homo_sapiens,19,57487711,57494090,1
ENSG00000213020,Homo_sapiens,19,52702813,52735044,-1
ENSG00000105708,Homo_sapiens,19,19710471,19733097,-1
ENSG00000125650,Homo_sapiens,19,6375294,6375849,-1
ENSG00000189377,Homo_sapiens,19,42428288,42443048,-1
ENSG00000105656,Homo_sapiens,19,18444751,18475933,-1
ENSG00000104980,Homo_sapiens,19,7932699,7943651,-1
ENSG00000128626,Homo_sapiens,19,38930548,38933020,1
ENSG00000269095,Homo_sapiens,19,17235940,17255448,-1
ENSG00000189164,Homo_sapiens,19,37371161,37390770,1
ENSG00000130203,Homo_sapiens,19,44906360,44908954,1
ENSG00000249709,Homo_sapiens,19,12525370,12551529,-1
ENSG00000170909,Homo_sapiens,19,54094670,54100792,-1
ENSG00000187994,Homo_sapiens,19,38867834,38870043,-1
ENSG00000197044,Homo_sapiens,19,11767092,11784078,1
ENSG00000131845,Homo_sapiens,19,57351307,57359898,1
ENSG00000167615,Homo_sapiens,19,54448887,54461832,1
ENSG00000198093,Homo_sapiens,19,51890054,51905011,-1
ENSG00000263002,Homo_sapiens,19,44141606,44160309,1
ENSG00000079435,Homo_sapiens,19,42401507,42427426,-1
ENSG00000197483,Homo_sapiens,19,55481197,55484373,1
ENSG00000088256,Homo_sapiens,19,3113463,3121457,1
ENSG00000198356,Homo_sapiens,19,12737555,12748322,1
ENSG00000105198,Homo_sapiens,19,39602501,39607348,1
ENSG00000142273,Homo_sapiens,19,44777917,44800634,1
ENSG00000187135,Homo_sapiens,19,29526499,29564479,1
ENSG00000105401,Homo_sapiens,19,10393260,10420121,-1
ENSG00000185792,Homo_sapiens,19,55711433,55738374,-1
ENSG00000105672,Homo_sapiens,19,35641745,35643745,1
ENSG00000105327,Homo_sapiens,19,47220827,47231194,-1
ENSG00000089847,Homo_sapiens,19,4186270,4224814,1
ENSG00000064666,Homo_sapiens,19,1031137,1038309,1
ENSG00000197540,Homo_sapiens,19,544035,549920,1
ENSG00000119574,Homo_sapiens,19,58513566,58519751,-1
ENSG00000123810,Homo_sapiens,19,41354421,41364173,-1
ENSG00000105427,Homo_sapiens,19,42387101,42390268,-1
ENSG00000196218,Homo_sapiens,19,38433830,38587420,1
ENSG00000275395,Homo_sapiens,19,39885730,39906315,-1
ENSG00000099797,Homo_sapiens,19,14564229,14565977,1
ENSG00000083828,Homo_sapiens,19,57769696,57780544,1
ENSG00000083844,Homo_sapiens,19,57191775,57213119,1
ENSG00000105642,Homo_sapiens,19,17973869,17998445,1
ENSG00000197497,Homo_sapiens,19,53164138,53193374,-1
ENSG00000167378,Homo_sapiens,19,43584369,43596135,-1
ENSG00000213822,Homo_sapiens,19,51478622,51490952,1
ENSG00000221916,Homo_sapiens,19,49118397,49119140,-1
ENSG00000105355,Homo_sapiens,19,4852208,4867663,-1
ENSG00000170604,Homo_sapiens,19,45883607,45886170,-1
ENSG00000177380,Homo_sapiens,19,49127874,49151026,1
ENSG00000129450,Homo_sapiens,19,51127030,51128958,1
ENSG00000130726,Homo_sapiens,19,58548294,58550722,1
ENSG00000072062,Homo_sapiens,19,14097248,14107404,-1
ENSG00000105323,Homo_sapiens,19,41272118,41307087,1
ENSG00000104946,Homo_sapiens,19,49877425,49888749,1
ENSG00000179134,Homo_sapiens,19,39356683,39384895,1
ENSG00000105402,Homo_sapiens,19,47492961,47512802,-1
ENSG00000189068,Homo_sapiens,19,54048366,54063953,-1
ENSG00000064489,Homo_sapiens,19,19145584,19192138,-1
ENSG00000130303,Homo_sapiens,19,17402939,17405648,-1
ENSG00000161618,Homo_sapiens,19,49453236,49470585,1
ENSG00000182318,Homo_sapiens,19,58327019,58342332,1
ENSG00000267360,Homo_sapiens,19,37093019,37207074,-1
ENSG00000063127,Homo_sapiens,19,49289765,49325185,-1
ENSG00000130377,Homo_sapiens,19,6135674,6193094,1
ENSG00000196961,Homo_sapiens,19,49767134,49807110,1
ENSG00000268361,Homo_sapiens,19,43554692,43593036,-1
ENSG00000124299,Homo_sapiens,19,33401808,33493420,-1
ENSG00000105341,Homo_sapiens,19,41433627,41440717,-1
ENSG00000196267,Homo_sapiens,19,52154872,52160648,-1
ENSG00000065268,Homo_sapiens,19,984378,998438,1
ENSG00000205922,Homo_sapiens,19,1752373,1780988,1
ENSG00000171291,Homo_sapiens,19,11865957,11869491,1
ENSG00000130812,Homo_sapiens,19,10092341,10102796,-1
ENSG00000185869,Homo_sapiens,19,36891351,36916291,-1
ENSG00000185800,Homo_sapiens,19,45783009,45792802,-1
ENSG00000130382,Homo_sapiens,19,6210379,6279948,-1
ENSG00000126249,Homo_sapiens,19,34404384,34426167,1
ENSG00000266953,Homo_sapiens,19,34400347,34409236,1
ENSG00000205784,Homo_sapiens,19,4890437,4902867,-1
ENSG00000239998,Homo_sapiens,19,54573879,54587395,1
ENSG00000204941,Homo_sapiens,19,43174123,43186494,-1
ENSG00000105404,Homo_sapiens,19,41956781,41959275,-1
ENSG00000123136,Homo_sapiens,19,14409910,14419383,-1
ENSG00000118620,Homo_sapiens,19,21020620,21060050,1
ENSG00000257704,Homo_sapiens,19,47274453,47275707,1
ENSG00000104774,Homo_sapiens,19,12646516,12666734,-1
ENSG00000130758,Homo_sapiens,19,40191744,40215575,1
ENSG00000105705,Homo_sapiens,19,19302330,19320509,-1
ENSG00000087088,Homo_sapiens,19,48954929,48961795,1
ENSG00000104853,Homo_sapiens,19,44955246,44993341,1
ENSG00000170889,Homo_sapiens,19,54200858,54206565,1
ENSG00000160460,Homo_sapiens,19,40467219,40576458,1
ENSG00000105613,Homo_sapiens,19,12838534,12874951,1
ENSG00000269404,Homo_sapiens,19,50418938,50431048,1
ENSG00000037757,Homo_sapiens,19,13764549,13772866,1
ENSG00000105516,Homo_sapiens,19,48633086,48637363,-1
ENSG00000006712,Homo_sapiens,19,39385853,39391154,-1
ENSG00000187244,Homo_sapiens,19,44809121,44814288,1
ENSG00000161091,Homo_sapiens,19,3544200,3557563,-1
ENSG00000160877,Homo_sapiens,19,13118337,13141141,1
ENSG00000105643,Homo_sapiens,19,18008168,18014102,1
ENSG00000124466,Homo_sapiens,19,43460787,43465660,-1
ENSG00000186115,Homo_sapiens,19,15878300,15898057,-1
ENSG00000077312,Homo_sapiens,19,40751209,40765150,1
ENSG00000142002,Homo_sapiens,19,4694317,4723750,-1
ENSG00000104808,Homo_sapiens,19,48933705,48944963,1
ENSG00000142528,Homo_sapiens,19,50025955,50048772,1
ENSG00000204851,Homo_sapiens,19,46491191,46496498,-1
ENSG00000160961,Homo_sapiens,19,14690101,14721908,1
ENSG00000188171,Homo_sapiens,19,20621367,20661507,-1
ENSG00000130520,Homo_sapiens,19,18309291,18323112,-1
ENSG00000104872,Homo_sapiens,19,49450891,49451901,-1
ENSG00000267041,Homo_sapiens,19,36743478,36772814,-1
ENSG00000188766,Homo_sapiens,19,38390200,38399587,1
ENSG00000104884,Homo_sapiens,19,45351391,45370587,-1
ENSG00000167654,Homo_sapiens,19,3885768,3926316,1
ENSG00000125657,Homo_sapiens,19,6530999,6535928,1
ENSG00000064547,Homo_sapiens,19,19623669,19628930,-1
ENSG00000175221,Homo_sapiens,19,867964,893218,-1
ENSG00000197408,Homo_sapiens,19,41003946,41017373,1
ENSG00000130307,Homo_sapiens,19,17250154,17264724,-1
ENSG00000220201,Homo_sapiens,19,10305075,10309783,-1
ENSG00000099330,Homo_sapiens,19,17228256,17229215,1
ENSG00000173572,Homo_sapiens,19,55895945,55932311,-1
ENSG00000189013,Homo_sapiens,19,54803535,54814516,1
ENSG00000186272,Homo_sapiens,19,57411179,57421803,1
ENSG00000130511,Homo_sapiens,19,18419649,18426011,1
ENSG00000076924,Homo_sapiens,19,7619525,7629565,-1
ENSG00000008441,Homo_sapiens,19,13024580,13098766,1
ENSG00000267796,Homo_sapiens,19,35752913,35754515,1
ENSG00000178150,Homo_sapiens,19,48271397,48287606,1
ENSG00000105501,Homo_sapiens,19,51611927,51645545,-1
ENSG00000197961,Homo_sapiens,19,9566660,9567743,-1
ENSG00000105357,Homo_sapiens,19,50203628,50310542,1
ENSG00000104892,Homo_sapiens,19,45345400,45351520,1
ENSG00000142449,Homo_sapiens,19,8065403,8148869,-1
ENSG00000167759,Homo_sapiens,19,51059643,51065114,-1
ENSG00000188425,Homo_sapiens,19,45913214,45914870,-1
ENSG00000197134,Homo_sapiens,19,22052489,22091480,1
ENSG00000167384,Homo_sapiens,19,44475644,44500523,-1
ENSG00000188629,Homo_sapiens,19,9378256,9382615,1
ENSG00000121413,Homo_sapiens,19,58084482,58118426,-1
ENSG00000141934,Homo_sapiens,19,282775,291382,-1
ENSG00000187664,Homo_sapiens,19,19255641,19262796,-1
ENSG00000167642,Homo_sapiens,19,38290187,38292070,1
ENSG00000105696,Homo_sapiens,19,18612872,18621033,1
ENSG00000118160,Homo_sapiens,19,47428661,47471872,-1
ENSG00000185897,Homo_sapiens,19,35358821,35360002,1
ENSG00000181027,Homo_sapiens,19,46746057,46757913,1
ENSG00000269035,Homo_sapiens,19,17436611,17460804,-1
ENSG00000176182,Homo_sapiens,19,45890020,45902604,-1
ENSG00000087903,Homo_sapiens,19,5994502,6110532,-1
ENSG00000171051,Homo_sapiens,19,51746420,51750811,-1
ENSG00000171954,Homo_sapiens,19,15525333,15552316,1
ENSG00000161243,Homo_sapiens,19,39024025,39032525,-1
ENSG00000130748,Homo_sapiens,19,47045907,47048630,-1
ENSG00000085872,Homo_sapiens,19,16517896,16542415,-1
ENSG00000268041,Homo_sapiens,19,41907705,41928516,-1
ENSG00000197016,Homo_sapiens,19,56570175,56582893,1
ENSG00000186300,Homo_sapiens,19,2841444,2854209,1
ENSG00000099822,Homo_sapiens,19,589893,617159,1
ENSG00000183248,Homo_sapiens,19,7868719,7874379,-1
ENSG00000213022,Homo_sapiens,19,51003111,51009548,-1
ENSG00000126262,Homo_sapiens,19,35449715,35451765,1
ENSG00000105479,Homo_sapiens,19,48296457,48320075,-1
ENSG00000141933,Homo_sapiens,19,507497,519654,1
ENSG00000130513,Homo_sapiens,19,18386158,18389176,1
